REGION TYPE,YEAR,WEEK,TOTAL SPECIMENS,A (2009 H1N1),A (H3),A (no subtype),B,H3N2v,A (H5),CTR_A (2009 H1N1),CTR_A (H3),CTR_A_not_determined,CTR_B,CTR_H3N2v,CTR_A (H5)
National,2010,6,8099,250,0,109,9,0,0,0.030868008,0,0.013458452,0.001111248,0,0
National,2010,7,8375,281,0,112,7,0,0,0.033552239,0,0.013373134,0.000835821,0,0
National,2010,8,8074,335,1,99,3,0,0,0.041491206,0.000123854,0.01226158,0.000371563,0,0
National,2010,9,7514,353,0,102,6,0,0,0.046978973,0,0.013574661,0.000798509,0,0
National,2010,10,7502,364,0,119,13,0,0,0.048520395,0,0.015862437,0.001732871,0,0
National,2010,11,6485,262,1,103,4,0,0,0.040400925,0.000154202,0.015882806,0.000616808,0,0
National,2010,12,5654,180,1,58,11,0,0,0.031835868,0.000176866,0.010258224,0.001945525,0,0
National,2010,13,5246,166,1,55,6,0,0,0.031643157,0.000190621,0.010484178,0.001143729,0,0
National,2010,14,4716,102,1,26,1,0,0,0.021628499,0.000212044,0.005513147,0.000212044,0,0
National,2010,15,4095,60,2,14,8,0,0,0.014652015,0.0004884,0.003418803,0.001953602,0,0
National,2010,16,3740,20,2,12,13,0,0,0.005347594,0.000534759,0.003208556,0.003475936,0,0
National,2010,17,3660,17,0,5,4,0,0,0.004644809,0,0.00136612,0.001092896,0,0
National,2010,18,3117,18,1,3,3,0,0,0.005774783,0.000320821,0.000962464,0.000962464,0,0
National,2010,19,2891,6,2,6,4,0,0,0.002075406,0.000691802,0.002075406,0.001383604,0,0
National,2010,20,2903,7,1,4,3,0,0,0.002411299,0.000344471,0.001377885,0.001033414,0,0
National,2010,21,2689,0,0,3,2,0,0,0,0,0.001115656,0.000743771,0,0
National,2010,22,2136,3,1,0,2,0,0,0.001404494,0.000468165,0,0.00093633,0,0
National,2010,23,2163,1,1,1,3,0,0,0.000462321,0.000462321,0.000462321,0.001386963,0,0
National,2010,24,2033,1,4,1,3,0,0,0.000491884,0.001967536,0.000491884,0.001475652,0,0
National,2010,25,1987,3,4,1,0,0,0,0.001509814,0.002013085,0.000503271,0,0,0
National,2010,26,1820,1,1,1,1,0,0,0.000549451,0.000549451,0.000549451,0.000549451,0,0
National,2010,27,1636,1,4,0,0,0,0,0.000611247,0.002444988,0,0,0,0
National,2010,28,1620,2,7,0,2,0,0,0.001234568,0.004320988,0,0.001234568,0,0
National,2010,29,1606,3,2,0,3,0,0,0.001867995,0.00124533,0,0.001867995,0,0
National,2010,30,1686,1,13,4,5,0,0,0.00059312,0.007710558,0.002372479,0.002965599,0,0
National,2010,31,1520,4,9,2,1,0,0,0.002631579,0.005921053,0.001315789,0.000657895,0,0
National,2010,32,1676,7,10,2,10,0,0,0.004176611,0.005966587,0.001193317,0.005966587,0,0
National,2010,33,1790,5,11,0,3,0,0,0.002793296,0.006145251,0,0.001675978,0,0
National,2010,34,1967,10,18,6,6,0,0,0.005083884,0.009150991,0.00305033,0.00305033,0,0
National,2010,35,2212,7,14,3,4,0,0,0.003164557,0.006329114,0.001356239,0.001808318,0,0
National,2010,36,2336,9,16,7,4,0,0,0.00385274,0.006849315,0.002996575,0.001712329,0,0
National,2010,37,2698,5,31,7,6,0,0,0.001853225,0.011489993,0.002594514,0.00222387,0,0
National,2010,38,2960,0,30,9,9,0,0,0,0.010135135,0.003040541,0.003040541,0,0
National,2010,39,2988,2,20,8,10,0,0,0.000669344,0.00669344,0.002677376,0.00334672,0,0
National,2010,40,3600,7,18,29,23,0,0,0.001944444,0.005,0.008055556,0.006388889,0,0
National,2010,41,4006,13,36,43,36,0,0,0.003245132,0.00898652,0.010733899,0.00898652,0,0
National,2010,42,4112,8,35,51,45,0,0,0.001945525,0.008511673,0.012402724,0.01094358,0,0
National,2010,43,4240,13,56,45,52,0,0,0.003066038,0.013207547,0.010613208,0.012264151,0,0
National,2010,44,4608,12,61,68,106,0,0,0.002604167,0.013237847,0.014756944,0.023003472,0,0
National,2010,45,5377,15,79,93,163,0,0,0.00278966,0.014692208,0.01729589,0.030314302,0,0
National,2010,46,5578,23,123,104,237,0,0,0.004123342,0.022050914,0.018644676,0.042488347,0,0
National,2010,47,5533,11,155,156,265,0,0,0.001988072,0.028013736,0.02819447,0.047894451,0,0
National,2010,48,5975,35,176,126,260,0,0,0.005857741,0.029456067,0.021087866,0.043514644,0,0
National,2010,49,6361,48,359,126,310,0,0,0.007545983,0.056437667,0.019808206,0.048734476,0,0
National,2010,50,7692,83,551,274,542,0,0,0.010790432,0.071632865,0.035621425,0.070462819,0,0
National,2010,51,8172,112,789,456,689,0,0,0.013705335,0.096549192,0.055800294,0.084312286,0,0
National,2010,52,9030,197,1015,512,648,0,0,0.021816168,0.112403101,0.056699889,0.071760797,0,0
National,2011,1,10441,346,1159,551,572,0,0,0.033138588,0.111004693,0.052772723,0.054784025,0,0
National,2011,2,10190,557,1216,626,585,0,0,0.054661433,0.119332679,0.061432777,0.057409225,0,0
National,2011,3,11067,832,1437,700,741,0,0,0.075178458,0.129845487,0.063251107,0.066955815,0,0
National,2011,4,12950,1074,1524,877,972,0,0,0.082934363,0.117683398,0.067722008,0.075057915,0,0
National,2011,5,13875,1231,1481,1073,1127,0,0,0.088720721,0.106738739,0.077333333,0.081225225,0,0
National,2011,6,14647,1267,1488,1145,1177,0,0,0.086502355,0.101590769,0.078173005,0.080357752,0,0
National,2011,7,16401,1432,1570,1360,1354,0,0,0.087311749,0.09572587,0.082921773,0.082555942,0,0
National,2011,8,15033,1170,1235,1048,1204,0,0,0.077828777,0.082152598,0.069713297,0.080090468,0,0
National,2011,9,12990,954,997,738,884,0,0,0.073441109,0.076751347,0.056812933,0.068052348,0,0
National,2011,10,11625,714,858,503,691,0,0,0.061419355,0.073806452,0.043268817,0.05944086,0,0
National,2011,11,9860,457,609,371,563,0,0,0.046348884,0.061764706,0.037626775,0.057099391,0,0
National,2011,12,8443,264,426,265,406,0,0,0.031268506,0.050455999,0.031386948,0.048087173,0,0
National,2011,13,7107,168,283,166,293,0,0,0.023638666,0.039819896,0.023357253,0.041226959,0,0
National,2011,14,6481,87,208,87,254,0,0,0.013423854,0.032093813,0.013423854,0.039191483,0,0
National,2011,15,5615,46,141,54,159,0,0,0.008192342,0.025111309,0.009617097,0.028317008,0,0
National,2011,16,4642,30,60,29,86,0,0,0.006462732,0.012925463,0.006247307,0.018526497,0,0
National,2011,17,3976,10,28,32,63,0,0,0.002515091,0.007042254,0.00804829,0.01584507,0,0
National,2011,18,3611,11,23,10,25,0,0,0.003046248,0.006369427,0.002769316,0.00692329,0,0
National,2011,19,3271,2,11,8,15,0,0,0.000611434,0.003362886,0.002445735,0.004585754,0,0
National,2011,20,3079,3,6,4,13,0,0,0.000974342,0.001948685,0.001299123,0.00422215,0,0
National,2011,21,2705,3,4,6,5,0,0,0.001109057,0.001478743,0.002218115,0.001848429,0,0
National,2011,22,2442,2,0,5,6,0,0,0.000819001,0,0.002047502,0.002457002,0,0
National,2011,23,2259,0,0,2,4,0,0,0,0,0.000885347,0.001770695,0,0
National,2011,24,2109,2,1,6,0,0,0,0.000948317,0.000474158,0.00284495,0,0,0
National,2011,25,1967,0,0,2,3,0,0,0,0,0.001016777,0.001525165,0,0
National,2011,26,1560,2,0,1,1,0,0,0.001282051,0,0.000641026,0.000641026,0,0
National,2011,27,1498,2,1,1,1,0,0,0.001335113,0.000667557,0.000667557,0.000667557,0,0
National,2011,28,1500,0,4,1,4,0,0,0,0.002666667,0.000666667,0.002666667,0,0
National,2011,29,1500,0,4,1,5,0,0,0,0.002666667,0.000666667,0.003333333,0,0
National,2011,30,1307,0,1,2,1,0,0,0,0.000765111,0.001530222,0.000765111,0,0
National,2011,31,1428,3,2,3,3,0,0,0.00210084,0.00140056,0.00210084,0.00210084,0,0
National,2011,32,1433,1,3,7,2,0,0,0.000697837,0.00209351,0.004884857,0.001395673,0,0
National,2011,33,1506,2,5,6,3,0,0,0.001328021,0.003320053,0.003984064,0.001992032,0,0
National,2011,34,1705,0,5,6,6,0,0,0,0.002932551,0.003519062,0.003519062,0,0
National,2011,35,1925,2,3,9,1,0,0,0.001038961,0.001558442,0.004675325,0.000519481,0,0
National,2011,36,2056,1,3,7,2,0,0,0.000486381,0.001459144,0.003404669,0.000972763,0,0
National,2011,37,2326,0,6,11,4,0,0,0,0.002579536,0.004729149,0.00171969,0,0
National,2011,38,2612,0,5,8,8,0,0,0,0.001914242,0.003062787,0.003062787,0,0
National,2011,39,2920,1,18,10,6,0,0,0.000342466,0.006164384,0.003424658,0.002054795,0,0
National,2011,40,3192,3,14,7,9,0,0,0.00093985,0.004385965,0.002192982,0.002819549,0,0
National,2011,41,3316,0,9,2,8,0,0,0,0.002714113,0.000603136,0.002412545,0,0
National,2011,42,3425,2,10,8,8,0,0,0.000583942,0.002919708,0.002335766,0.002335766,0,0
National,2011,43,3749,0,12,20,12,0,0,0,0.003200854,0.005334756,0.003200854,0,0
National,2011,44,4075,1,17,12,9,0,0,0.000245399,0.004171779,0.002944785,0.002208589,0,0
National,2011,45,4326,2,15,17,15,0,0,0.000462321,0.003467406,0.003929727,0.003467406,0,0
National,2011,46,4580,0,15,17,12,0,0,0,0.003275109,0.00371179,0.002620087,0,0
National,2011,47,4108,3,23,30,19,0,0,0.000730282,0.005598832,0.007302824,0.004625122,0,0
National,2011,48,4669,2,32,21,17,0,0,0.000428357,0.006853716,0.004497751,0.003641037,0,0
National,2011,49,4710,5,38,45,20,0,0,0.001061571,0.008067941,0.00955414,0.004246285,0,0
National,2011,50,4906,4,78,31,20,0,0,0.000815328,0.015898899,0.006318793,0.004076641,0,0
National,2011,51,5151,7,104,62,24,0,0,0.001358959,0.020190254,0.012036498,0.004659289,0,0
National,2011,52,5470,4,107,53,18,0,0,0.000731261,0.019561243,0.009689214,0.003290676,0,0
National,2012,1,5690,16,101,44,22,0,0,0.002811951,0.017750439,0.007732865,0.003866432,0,0
National,2012,2,5341,31,142,47,15,0,0,0.005804157,0.026586782,0.00879985,0.002808463,0,0
National,2012,3,5364,50,195,57,18,0,0,0.009321402,0.036353468,0.010626398,0.003355705,0,0
National,2012,4,5840,84,257,100,32,0,0,0.014383562,0.044006849,0.017123288,0.005479452,0,0
National,2012,5,6251,128,365,144,43,0,0,0.020476724,0.058390657,0.023036314,0.006878899,0,0
National,2012,6,6413,167,419,167,56,0,0,0.026040855,0.065336036,0.026040855,0.008732263,0,0
National,2012,7,7298,233,508,271,71,0,0,0.031926555,0.069608112,0.037133461,0.009728693,0,0
National,2012,8,7596,319,690,356,78,0,0,0.041995787,0.090837283,0.046866772,0.010268562,0,0
National,2012,9,8485,488,988,433,112,0,0,0.057513259,0.116440778,0.051031232,0.013199764,0,0
National,2012,10,8459,538,1232,491,123,0,0,0.063600898,0.145643693,0.058044686,0.014540726,0,0
National,2012,11,8822,599,1396,516,199,0,0,0.067898436,0.158240762,0.058490138,0.022557243,0,0
National,2012,12,7974,445,1086,427,237,0,0,0.055806371,0.136192626,0.053549034,0.029721595,0,0
National,2012,13,7450,311,719,332,244,0,0,0.041744966,0.096510067,0.044563758,0.032751678,0,0
National,2012,14,6695,266,629,308,275,0,0,0.039731143,0.093950709,0.046004481,0.041075429,0,0
National,2012,15,6304,188,591,212,298,0,0,0.029822335,0.09375,0.033629442,0.047271574,0,0
National,2012,16,5689,119,540,201,314,0,0,0.02091756,0.094920021,0.035331341,0.055194234,0,0
National,2012,17,4980,74,361,151,274,0,0,0.014859438,0.07248996,0.030321285,0.05502008,0,0
National,2012,18,4522,53,299,119,252,0,0,0.011720478,0.066121185,0.026315789,0.055727554,0,0
National,2012,19,4061,33,229,88,266,0,0,0.008126077,0.056390052,0.02166954,0.065501108,0,0
National,2012,20,3811,23,162,69,254,0,0,0.006035161,0.042508528,0.018105484,0.066649173,0,0
National,2012,21,3729,11,76,69,260,0,0,0.002949853,0.020380799,0.01850362,0.069723787,0,0
National,2012,22,3347,3,78,56,228,0,0,0.000896325,0.023304452,0.016731401,0.068120705,0,0
National,2012,23,3055,7,45,44,197,0,0,0.002291326,0.014729951,0.014402619,0.064484452,0,0
National,2012,24,2898,2,52,56,179,0,0,0.000690131,0.017943409,0.019323671,0.061766736,0,0
National,2012,25,2529,2,36,30,103,0,0,0.000790826,0.014234875,0.011862396,0.04072756,0,0
National,2012,26,2255,0,17,22,113,0,0,0,0.007538803,0.009756098,0.050110865,0,0
National,2012,27,1970,1,15,18,59,0,0,0.000507614,0.007614213,0.009137056,0.029949239,0,0
National,2012,28,2052,4,33,15,41,1,0,0.001949318,0.016081871,0.007309942,0.019980507,0.000487329,0
National,2012,29,2100,0,18,11,48,0,0,0,0.008571429,0.005238095,0.022857143,0,0
National,2012,30,2048,2,49,13,32,9,0,0.000976563,0.023925781,0.006347656,0.015625,0.004394531,0
National,2012,31,2161,1,65,11,33,95,0,0.000462749,0.030078667,0.005090236,0.015270708,0.043961129,0
National,2012,32,2294,1,62,12,25,73,0,0.00043592,0.027027027,0.005231037,0.010897995,0.031822145,0
National,2012,33,2501,6,69,14,27,52,0,0.00239904,0.027588964,0.005597761,0.010795682,0.020791683,0
National,2012,34,2705,6,48,21,23,15,0,0.002218115,0.017744917,0.007763401,0.008502773,0.005545287,0
National,2012,35,2746,1,37,15,19,12,0,0.000364166,0.013474144,0.005462491,0.006919155,0.004369993,0
National,2012,36,2914,1,34,17,32,5,0,0.000343171,0.011667811,0.005833905,0.010981469,0.001715854,0
National,2012,37,3280,0,16,11,44,2,0,0,0.004878049,0.003353659,0.013414634,0.000609756,0
National,2012,38,3501,5,43,18,42,0,0,0.001428163,0.012282205,0.005141388,0.011996572,0,0
National,2012,39,3649,7,42,18,64,0,0,0.001918334,0.011510003,0.004932858,0.017539052,0,0
National,2012,40,4513,9,73,11,78,0,0,0.001994239,0.016175493,0.002437403,0.017283404,0,0
National,2012,41,4914,7,67,24,95,0,0,0.001424501,0.013634514,0.004884005,0.019332519,0,0
National,2012,42,5249,4,131,48,122,0,0,0.00076205,0.024957135,0.009144599,0.023242522,0,0
National,2012,43,5306,3,152,52,141,0,0,0.000565398,0.028646815,0.009800226,0.02657369,0,0
National,2012,44,5406,4,188,79,154,0,0,0.000739919,0.034776175,0.014613393,0.028486866,0,0
National,2012,45,6446,5,277,116,231,0,0,0.000775675,0.042972386,0.017995656,0.035836177,0,0
National,2012,46,6721,8,404,217,267,2,0,0.001190299,0.060110103,0.032286862,0.039726231,0.000297575,0
National,2012,47,7433,7,591,407,364,0,0,0.000941746,0.079510292,0.054755819,0.048970806,0,0
National,2012,48,9333,19,1022,545,503,0,0,0.002035787,0.109503911,0.058394943,0.053894782,0,0
National,2012,49,12060,39,1787,1003,693,0,0,0.003233831,0.148175788,0.083167496,0.057462687,0,0
National,2012,50,14711,53,2662,1226,856,0,0,0.003602746,0.180953028,0.083338998,0.058187751,0,0
National,2012,51,16904,55,3703,1419,1154,0,0,0.003253668,0.219060577,0.083944628,0.068267866,0,0
National,2012,52,18139,88,3825,1758,1199,0,0,0.004851425,0.210871603,0.096918242,0.066100667,0,0
National,2013,1,19673,95,3723,1980,1146,0,0,0.004828953,0.189244142,0.100645555,0.058252427,0,0
National,2013,2,22224,126,4073,2166,1237,0,0,0.005669546,0.183270338,0.097462203,0.055660547,0,0
National,2013,3,20931,127,3232,1892,1142,0,0,0.006067555,0.154412116,0.090392241,0.054560222,0,0
National,2013,4,18668,145,2527,1660,1189,0,0,0.007767302,0.135365331,0.08892222,0.063691879,0,0
National,2013,5,16228,143,1952,1051,1158,0,0,0.00881193,0.120285926,0.064764604,0.071358146,0,0
National,2013,6,14491,121,1205,780,1188,0,0,0.00835001,0.083155062,0.053826513,0.08198192,0,0
National,2013,7,12691,78,844,534,1194,0,0,0.006146088,0.066503822,0.042077062,0.094082421,0,0
National,2013,8,11354,78,575,397,1225,0,0,0.006869826,0.050642945,0.034965651,0.107891492,0,0
National,2013,9,10504,60,417,309,1181,0,0,0.00571211,0.039699162,0.029417365,0.112433359,0,0
National,2013,10,10165,70,330,217,1204,0,0,0.006886375,0.032464338,0.021347762,0.118445647,0,0
National,2013,11,9559,49,212,201,1155,0,0,0.005126059,0.022178052,0.021027304,0.120828539,0,0
National,2013,12,8647,36,179,144,1017,0,0,0.004163294,0.020700821,0.016653175,0.117613045,0,0
National,2013,13,7722,41,124,98,853,0,0,0.005309505,0.016058016,0.012691013,0.11046361,0,0
National,2013,14,6782,30,121,107,687,0,0,0.004423474,0.017841345,0.015777057,0.101297552,0,0
National,2013,15,6198,48,69,65,489,0,0,0.007744434,0.011132623,0.010487254,0.078896418,0,0
National,2013,16,5575,30,79,47,332,0,0,0.005381166,0.014170404,0.008430493,0.05955157,0,0
National,2013,17,5095,34,60,48,249,0,0,0.006673209,0.011776251,0.009421001,0.048871443,0,0
National,2013,18,4919,18,55,29,222,0,0,0.00365928,0.011181134,0.005895507,0.045131124,0,0
National,2013,19,4473,13,36,27,166,0,0,0.002906327,0.00804829,0.006036217,0.037111558,0,0
National,2013,20,4102,11,24,22,126,0,0,0.002681619,0.005850804,0.005363237,0.030716724,0,0
National,2013,21,4097,15,21,20,123,0,0,0.003661216,0.005125702,0.004881621,0.030021967,0,0
National,2013,22,3587,14,14,28,95,0,0,0.003902983,0.003902983,0.007805966,0.026484527,0,0
National,2013,23,3576,14,13,29,82,0,0,0.003914989,0.003635347,0.00810962,0.022930649,0,0
National,2013,24,3254,21,12,32,63,0,0,0.006453596,0.003687769,0.00983405,0.019360787,0,0
National,2013,25,3227,29,12,31,55,2,0,0.008986675,0.003718624,0.009606446,0.017043694,0.000619771,0
National,2013,26,2999,34,5,24,28,6,0,0.011337112,0.001667222,0.008002668,0.009336445,0.002000667,0
National,2013,27,2579,17,14,24,25,4,0,0.006591702,0.005428461,0.009305933,0.00969368,0.001550989,0
National,2013,28,2653,23,30,33,14,0,0,0.008669431,0.011307953,0.012438749,0.005277045,0,0
National,2013,29,2504,21,13,25,14,1,0,0.008386581,0.005191693,0.009984026,0.005591054,0.000399361,0
National,2013,30,2316,20,11,26,10,1,0,0.008635579,0.004749568,0.011226252,0.004317789,0.000431779,0
National,2013,31,2549,23,14,30,20,2,0,0.009023146,0.00549235,0.011769321,0.007846214,0.000784621,0
National,2013,32,2494,28,11,27,12,0,0,0.011226945,0.004410585,0.010825982,0.004811548,0,0
National,2013,33,2304,16,3,33,12,0,0,0.006944444,0.001302083,0.014322917,0.005208333,0,0
National,2013,34,2560,12,4,40,3,1,0,0.0046875,0.0015625,0.015625,0.001171875,0.000390625,0
National,2013,35,3006,42,4,66,10,1,0,0.013972056,0.001330672,0.021956088,0.00332668,0.000332668,0
National,2013,36,3148,25,6,71,13,0,0,0.00794155,0.001905972,0.022554003,0.004129606,0,0
National,2013,37,3602,49,7,59,7,0,0,0.013603554,0.001943365,0.016379789,0.001943365,0,0
National,2013,38,3888,38,8,56,22,0,0,0.009773663,0.002057613,0.014403292,0.005658436,0,0
National,2013,39,4596,55,11,102,20,0,0,0.011966928,0.002393386,0.022193211,0.00435161,0,0
National,2013,40,4911,69,13,83,28,1,0,0.014050092,0.002647119,0.016900835,0.005701486,0.000203625,0
National,2013,41,5808,57,24,116,32,0,0,0.00981405,0.004132231,0.019972452,0.005509642,0,0
National,2013,42,5801,49,16,94,26,0,0,0.00844682,0.002758145,0.016204103,0.004481986,0,0
National,2013,43,5886,73,21,100,14,0,0,0.012402311,0.003567788,0.016989467,0.002378525,0,0
National,2013,44,6316,88,26,136,43,0,0,0.013932869,0.004116529,0.021532616,0.006808106,0,0
National,2013,45,6945,157,29,171,43,0,0,0.022606192,0.004175666,0.02462203,0.006191505,0,0
National,2013,46,7203,272,21,188,37,0,0,0.037762044,0.002915452,0.026100236,0.005136749,0,0
National,2013,47,7839,425,22,213,57,0,0,0.054216099,0.00280648,0.027171833,0.007271336,0,0
National,2013,48,7433,496,29,331,42,0,0,0.06672945,0.00390152,0.044531145,0.005650478,0,0
National,2013,49,10169,1023,34,593,69,0,0,0.100599862,0.003343495,0.058314485,0.006785328,0,0
National,2013,50,10837,1324,56,821,52,0,0,0.122174033,0.005167482,0.075758974,0.004798376,0,0
National,2013,51,14015,2231,51,1606,67,0,0,0.159186586,0.003638958,0.114591509,0.004780592,0,0
National,2013,52,15748,3004,47,1749,93,0,0,0.190754382,0.002984506,0.111061722,0.005905512,0,0
National,2014,1,17779,3477,84,1538,88,0,0,0.195567805,0.004724675,0.086506553,0.00494966,0,0
National,2014,2,18253,3544,106,1316,91,0,0,0.194159864,0.005807265,0.072097737,0.004985482,0,0
National,2014,3,17480,3263,126,1160,131,0,0,0.186670481,0.007208238,0.066361556,0.007494279,0,0
National,2014,4,16468,2643,132,1042,185,0,0,0.160493077,0.008015545,0.063274229,0.011233908,0,0
National,2014,5,14618,1945,94,776,175,0,0,0.133055138,0.006430428,0.053085237,0.011971542,0,0
National,2014,6,12995,1571,130,557,219,0,0,0.120892651,0.010003848,0.042862639,0.016852636,0,0
National,2014,7,11892,1133,102,489,227,0,0,0.095274134,0.008577195,0.041120081,0.019088463,0,0
National,2014,8,11127,840,93,337,248,0,0,0.075492046,0.008358048,0.03028669,0.022288128,0,0
National,2014,9,10252,581,102,261,274,0,0,0.056671869,0.009949278,0.025458447,0.026726492,0,0
National,2014,10,9441,413,102,207,301,0,0,0.043745366,0.01080394,0.021925643,0.031882216,0,0
National,2014,11,8922,351,138,163,334,0,0,0.039340955,0.015467384,0.018269446,0.037435553,0,0
National,2014,12,8216,212,164,190,464,0,0,0.025803311,0.019961052,0.023125609,0.05647517,0,0
National,2014,13,7905,156,184,188,525,0,0,0.019734345,0.023276407,0.023782416,0.066413662,0,0
National,2014,14,7531,116,236,146,595,0,0,0.015403001,0.03133714,0.019386536,0.079006772,0,0
National,2014,15,7179,55,227,168,624,0,0,0.007661234,0.031620003,0.023401588,0.086920184,0,0
National,2014,16,6648,36,222,138,516,0,0,0.005415162,0.033393502,0.020758123,0.077617329,0,0
National,2014,17,6317,35,191,129,469,0,0,0.005540605,0.030235871,0.020421086,0.074244103,0,0
National,2014,18,5865,13,151,131,447,0,0,0.002216539,0.025745951,0.022335891,0.076214834,0,0
National,2014,19,5436,9,130,104,354,0,0,0.001655629,0.023914643,0.019131714,0.065121413,0,0
National,2014,20,5315,8,119,102,322,0,0,0.001505174,0.022389464,0.019190969,0.060583255,0,0
National,2014,21,4833,4,105,62,236,0,0,0.000827643,0.021725636,0.012828471,0.048830954,0,0
National,2014,22,4757,3,115,80,225,0,0,0.00063065,0.0241749,0.016817322,0.047298718,0,0
National,2014,23,4310,3,97,51,160,0,0,0.000696056,0.0225058,0.011832947,0.03712297,0,0
National,2014,24,4140,3,101,50,140,0,0,0.000724638,0.024396135,0.012077295,0.033816425,0,0
National,2014,25,3877,3,69,43,113,0,0,0.000773794,0.017797266,0.01109105,0.029146247,0,0
National,2014,26,3434,1,45,28,100,0,0,0.000291206,0.013104252,0.008153757,0.029120559,0,0
National,2014,27,3144,2,47,26,83,0,0,0.000636132,0.014949109,0.00826972,0.026399491,0,0
National,2014,28,3057,3,55,29,66,0,0,0.000981354,0.017991495,0.009486425,0.021589794,0,0
National,2014,29,3188,0,41,19,61,0,0,0,0.012860728,0.005959849,0.019134253,0,0
National,2014,30,3127,2,37,28,50,0,0,0.000639591,0.011832427,0.008954269,0.015989767,0,0
National,2014,31,2939,2,53,25,27,0,0,0.000680504,0.018033345,0.008506295,0.009186798,0,0
National,2014,32,2973,5,44,15,23,1,0,0.001681803,0.014799865,0.005045409,0.007736293,0.000336361,0
National,2014,33,3270,1,54,21,36,0,0,0.00030581,0.016513761,0.006422018,0.011009174,0,0
National,2014,34,3339,3,45,19,42,1,0,0.000898473,0.013477089,0.005690326,0.012578616,0.000299491,0
National,2014,35,3973,6,62,26,42,0,0,0.001510194,0.015605336,0.006544173,0.010571357,0,0
National,2014,36,4227,7,44,32,34,0,0,0.001656021,0.010409274,0.007570381,0.00804353,0,0
National,2014,37,5324,1,66,33,31,0,0,0.000187829,0.012396694,0.006198347,0.00582269,0,0
National,2014,38,5681,6,81,31,53,0,0,0.001056152,0.014258053,0.005456786,0.009329343,0,0
National,2014,39,5905,1,87,51,65,0,0,0.000169348,0.014733277,0.008636749,0.011007621,0,0
National,2014,40,9567,2,100,97,110,0,0,0.000209052,0.010452597,0.01013902,0.011497857,0,0
National,2014,41,11036,5,125,149,160,0,0,0.000453063,0.011326568,0.013501269,0.014498007,0,0
National,2014,42,11729,7,226,186,164,1,0,0.000596811,0.01926848,0.015858129,0.013982437,8.53E-05,0
National,2014,43,11385,5,212,200,127,0,0,0.000439174,0.018620993,0.017566974,0.011155029,0,0
National,2014,44,11531,4,295,292,136,0,0,0.000346891,0.02558321,0.025323042,0.011794294,0,0
National,2014,45,12918,6,506,489,155,0,0,0.000464468,0.03917015,0.037854157,0.011998761,0,0
National,2014,46,13777,8,633,629,147,0,0,0.000580678,0.045946142,0.045655803,0.010669957,0,0
National,2014,47,16166,5,1002,1233,163,0,0,0.000309291,0.061981937,0.076271186,0.01008289,0,0
National,2014,48,18504,8,1538,1878,200,0,0,0.000432339,0.083117164,0.101491569,0.010808474,0,0
National,2014,49,23068,13,2585,2483,249,0,0,0.000563551,0.112059997,0.107638287,0.010794174,0,0
National,2014,50,29223,6,3823,4047,315,0,0,0.000205318,0.130821613,0.138486808,0.010779181,0,0
National,2014,51,37114,4,4978,6163,325,0,0,0.000107776,0.134127284,0.166055936,0.008756803,0,0
National,2014,52,42518,10,5549,7847,392,0,0,0.000235195,0.130509431,0.184557129,0.009219625,0,0
National,2014,53,41550,10,5260,5695,409,0,0,0.000240674,0.126594465,0.137063779,0.009843562,0,0
National,2015,1,38508,11,4908,3955,372,0,0,0.000285655,0.127454036,0.102705931,0.00966033,0,0
National,2015,2,35598,9,4586,3580,473,0,0,0.000252823,0.128827462,0.100567448,0.013287263,0,0
National,2015,3,34194,4,3918,3513,548,0,0,0.00011698,0.114581506,0.102737322,0.016026203,0,0
National,2015,4,32003,11,3475,2789,606,0,0,0.000343718,0.10858357,0.08714808,0.018935725,0,0
National,2015,5,29581,10,2719,2170,723,0,0,0.000338055,0.091917109,0.073357899,0.024441364,0,0
National,2015,6,26994,7,1746,1575,869,0,0,0.000259317,0.06468104,0.058346299,0.032192339,0,0
National,2015,7,24293,10,1242,1108,1010,0,0,0.000411641,0.051125839,0.045609846,0.041575763,0,0
National,2015,8,22294,18,954,740,1127,0,0,0.000807392,0.042791783,0.033192787,0.050551718,0,0
National,2015,9,20420,5,774,558,1352,0,0,0.000244858,0.037904016,0.027326151,0.066209598,0,0
National,2015,10,19845,8,458,405,1656,0,0,0.000403124,0.023078861,0.020408163,0.083446712,0,0
National,2015,11,18419,2,340,302,1565,0,0,0.000108584,0.0184592,0.016396113,0.084966611,0,0
National,2015,12,16980,7,227,197,1479,0,0,0.00041225,0.013368669,0.011601885,0.087102473,0,0
National,2015,13,15125,4,168,119,1377,0,0,0.000264463,0.011107438,0.007867769,0.091041322,0,0
National,2015,14,14743,8,87,107,1272,0,0,0.00054263,0.005901106,0.007257682,0.086278234,0,0
National,2015,15,13389,13,66,79,969,0,0,0.000970946,0.00492942,0.005900366,0.072372843,0,0
National,2015,16,11873,2,48,40,683,0,0,0.000168449,0.004042786,0.003368988,0.057525478,0,0
National,2015,17,10770,4,26,36,544,0,0,0.000371402,0.002414113,0.003342618,0.050510678,0,0
National,2015,18,9784,2,12,19,494,0,0,0.000204415,0.001226492,0.001941946,0.050490597,0,0
National,2015,19,9188,2,16,26,340,0,0,0.000217675,0.001741402,0.002829778,0.037004789,0,0
National,2015,20,8412,1,21,19,267,0,0,0.000118878,0.002496434,0.002258678,0.031740371,0,0
